Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Grant Irons,DE,Notre Dame,78.0,267.0,4.96,40.5,19.0,119.0,7.27,4.38,0,5
Ron Israel,S,Notre Dame,72.0,213.0,4.6,,20.0,121.0,,,0,1
Bobby Jackson,S,Illinois,72.0,216.0,4.68,34.5,,125.0,7.01,4.16,0,0
Quentin Jammer,CB,Texas,72.0,204.0,4.49,36.0,18.0,124.0,,,5,12
Joseph Jefferson,CB,Western Kentucky,71.0,205.0,4.39,39.5,8.0,121.0,6.84,4.01,0,4
Bradley Jennings,ILB,Florida State,75.0,255.0,4.96,,,,,,0,-1
Emmett Johnson,WR,Virginia Tech,74.0,205.0,4.45,39.0,,122.0,7.15,4.1,0,-1
Dennis Johnson,DE,Kentucky,77.0,258.0,4.82,35.5,17.0,119.0,7.21,4.36,98,0
Kyle Johnson,FB,Syracuse,73.0,242.0,4.74,34.0,22.0,119.0,7.4,4.35,145,5
Ron Johnson,WR,Minnesota,74.0,225.0,4.7,34.5,,118.0,7.12,4.02,123,0
Doug Jolley,TE,BYU,76.0,251.0,4.6,38.0,18.0,117.0,6.9,4.18,55,5
Jermese Jones,OT,Virginia,77.0,337.0,5.29,,22.0,,,,0,-1
Daryl Jones,WR,Miami (FL),69.0,180.0,4.35,,,,,,226,2
Levi Jones,OT,Arizona State,77.0,304.0,5.21,,,103.0,,,10,8
Terry Jones,TE,Alabama,75.0,265.0,4.79,33.5,20.0,111.0,7.43,4.43,155,4
Eric Joyce,CB,Tennessee State,69.0,192.0,4.53,40.5,11.0,115.0,6.81,3.97,0,0
Doug Kaufusi,OT,Utah,78.0,313.0,5.47,,,,,,0,-1
Brett Keisel,DE,BYU,77.0,279.0,4.89,33.5,26.0,107.0,7.28,4.51,242,13
Stephon Kelly,S,Winston-Salem State,75.0,212.0,4.62,32.5,15.0,117.0,7.26,4.1,0,0
Antwan Kirk-Hughes,OG,Texas,75.0,316.0,5.43,27.0,,95.0,8.28,4.91,0,-1
Kurt Kittner,QB,Illinois,74.0,221.0,4.86,27.0,,100.0,7.34,4.5,158,2
Kyle Kosier,OT,Arizona State,77.0,293.0,5.09,29.5,24.0,108.0,7.34,4.49,248,10
Antwan Lake,DE,West Virginia,76.0,288.0,5.08,,27.0,,,,0,6
Broderick Lancaster,OG,Colorado State,76.0,310.0,5.26,,14.0,,,,0,-1
Ben Leber,OLB,Kansas State,75.0,244.0,4.62,32.5,20.0,114.0,6.75,4.25,71,10
Ashley Lelie,WR,Hawaii,75.0,197.0,4.49,,,,,,19,7
Devin Lewis,WR,Southern,74.0,205.0,4.54,38.5,,111.0,,,0,1
D.D. Lewis,ILB,Texas,73.0,235.0,4.7,33.5,24.0,114.0,,,0,8
Michael Lewis,S,Colorado,73.0,211.0,4.6,36.5,16.0,122.0,6.96,4.14,58,9
Aaron Lockett,WR,Kansas State,67.0,155.0,4.31,35.0,,119.0,6.84,4.11,254,-1
Andre Lott,CB,Tennessee,70.0,194.0,4.48,36.5,15.0,119.0,7.1,4.01,159,4
Omare Lowe,CB,Washington,73.0,196.0,4.58,35.5,12.0,118.0,6.65,3.97,161,7
Chris Luzar,TE,Virginia,79.0,270.0,4.76,32.5,22.0,115.0,6.84,4.17,118,3
Wesly Mallard,S,Oregon,74.0,221.0,4.49,41.0,22.0,122.0,6.81,4.07,188,6
Marquand Manuel,S,Florida,72.0,209.0,4.52,,18.0,,,,181,8
Jamar Martin,FB,Ohio State,71.0,245.0,4.89,32.0,23.0,108.0,7.53,4.34,129,3
Lee Mays,WR,Texas-El Paso,73.0,190.0,4.55,32.5,,119.0,7.08,4.17,202,4
Jason McAddley,WR,Alabama,73.0,203.0,4.47,36.5,,123.0,6.83,4.09,149,5
Tango McCauley,OG,Arkansas,75.0,304.0,5.32,31.0,29.0,104.0,7.9,4.78,0,-1
Eric McCoo,RB,Penn State,70.0,214.0,4.55,32.5,14.0,112.0,,,0,1
Josh McCown,QB,SMU,76.0,221.0,4.59,38.5,,120.0,6.85,3.9,81,18
Ivory McCoy,TE,Michigan State,76.0,240.0,4.59,35.0,25.0,113.0,7.3,4.24,0,-1
Curt McGill,C,Georgia,75.0,290.0,5.07,,30.0,,,,0,0
Jon McGraw,S,Kansas State,75.0,208.0,4.5,39.5,13.0,126.0,6.51,3.92,57,10
Seth McKinney,C,Texas A&M,75.0,300.0,4.97,33.5,23.0,105.0,7.36,4.51,90,8
Bryant McKinnie,OT,Miami (FL),80.0,343.0,5.13,,,,,,7,12
Randy McMichael,TE,Georgia,75.0,247.0,4.88,29.5,18.0,112.0,7.58,4.28,114,11
Terrence Metcalf,OT,Mississippi,75.0,318.0,5.31,,28.0,,,,93,7
Dicenzo Miller,RB,Mississippi State,70.0,215.0,4.93,31.0,8.0,107.0,7.25,4.39,0,-1
Ben Miller,C,Air Force,74.0,263.0,4.92,37.5,18.0,114.0,7.28,4.46,0,1
Freddie Milons,WR,Alabama,70.0,190.0,4.51,33.5,,117.0,6.84,,162,2
Dave Minnich,RB,Washington State,71.0,218.0,4.66,33.5,12.0,117.0,,,0,-1
Mel Mitchell,S,Western Kentucky,73.0,220.0,4.55,35.0,15.0,128.0,7.0,4.15,150,6
Qasim Mitchell,OG,North Carolina A&T,77.0,335.0,5.28,26.0,22.0,,8.07,4.94,0,3
Shannon Money,OG,Arkansas,75.0,295.0,5.22,33.5,25.0,107.0,,,0,-1
Quincy Monk,ILB,North Carolina,75.0,250.0,4.82,33.5,26.0,113.0,7.48,4.38,245,3
Derrius Monroe,DE,Virginia Tech,76.0,269.0,4.56,31.5,25.0,111.0,7.38,4.51,224,0
Brandon Moore,OLB,Oklahoma,73.0,239.0,4.61,36.5,23.0,113.0,,,0,10
Brandon Moore,DT,Illinois,75.0,293.0,5.26,25.5,32.0,96.0,7.84,4.64,0,10
Maurice Morris,RB,Oregon,71.0,208.0,4.53,38.5,23.0,119.0,,,54,10
Marquise Muldrow,OG,Arizona State,74.0,316.0,5.31,25.5,29.0,98.0,8.12,4.8,0,-1
Nick Murphy,P,Arizona State,72.0,188.0,4.74,,,,,,0,1
Larry Ned,RB,San Diego State,71.0,219.0,4.62,34.5,15.0,120.0,7.12,,197,1
David Neill,QB,Nevada,75.0,206.0,4.95,30.0,,108.0,7.28,4.44,0,-1
Kendall Newson,WR,Middle Tennessee State,74.0,200.0,4.69,33.5,,117.0,6.87,4.27,222,2
Josh Norman,TE,Oklahoma,74.0,236.0,4.65,32.0,18.0,115.0,,,0,11
Donnie O'Neal,WR,Arizona State,73.0,191.0,4.52,38.0,,126.0,6.9,,0,-1
J.T. O'Sullivan,QB,California-Davis,74.0,223.0,4.88,29.0,,107.0,7.46,4.28,186,8
Willie Offord,S,South Carolina,74.0,215.0,4.61,35.0,22.0,117.0,,,70,4
Tony Okanlawon,CB,Maryland,70.0,185.0,4.67,38.0,16.0,118.0,7.37,4.39,0,2
Will Overstreet,DE,Tennessee,75.0,259.0,4.65,32.5,21.0,116.0,7.37,4.31,80,2
John Owens,TE,Notre Dame,75.0,265.0,4.77,38.5,21.0,117.0,,,138,8
Melvin Paige,OG,South Carolina,77.0,314.0,5.34,23.5,30.0,,,,0,-1
Anton Palepoi,DE,UNLV,75.0,279.0,4.81,33.5,24.0,114.0,7.46,4.27,60,4
Justin Peelle,TE,Oregon,76.0,255.0,4.75,29.0,21.0,110.0,7.34,4.29,103,10
Julius Peppers,DE,North Carolina,78.0,283.0,4.74,,,,,,2,17
Cameron Peterka,K,North Dakota,75.0,190.0,,,,,,,0,-1
Scott Peters,C,Arizona State,75.0,300.0,5.07,33.5,36.0,97.0,7.68,4.69,124,3
Adrian Peterson,RB,Georgia Southern,70.0,214.0,4.68,34.0,14.0,119.0,7.59,4.6,199,14
Jermaine Petty,ILB,Arkansas,75.0,261.0,4.74,33.5,20.0,116.0,,4.34,0,-1
Jermaine Phillips,S,Georgia,73.0,214.0,4.66,31.5,18.0,115.0,,,157,8
Dwayne Pierce,OG,LSU,74.0,319.0,5.5,26.0,,93.0,8.12,5.23,0,-1
Chester Pitts,OT,San Diego State,76.0,320.0,5.22,30.0,,106.0,7.84,4.81,50,9
Brian Poli-Dixon,WR,UCLA,77.0,210.0,4.48,,,,,,0,-1
Monsanto Pope,DT,Virginia,75.0,295.0,5.25,,,,,,231,4
Clinton Portis,RB,Miami (FL),71.0,204.0,4.42,,,,,,51,9
Pig Prather,S,Mississippi State,72.0,200.0,4.48,,,,,,0,-1
Mike Pucillo,OG,Auburn,76.0,317.0,5.31,28.0,26.0,,,,215,5
Zach Quaccia,C,Stanford,76.0,309.0,5.37,26.5,23.0,93.0,7.9,4.63,0,-1
Patrick Ramsey,QB,Tulane,74.0,219.0,5.24,33.5,,112.0,7.12,4.09,32,8
Saleem Rasheed,ILB,Alabama,75.0,229.0,4.66,,26.0,,,,69,4
Pete Rebstock,WR,Colorado State,69.0,190.0,4.5,,,,,,0,0
Tellis Redmon,RB,Minnesota,71.0,210.0,4.61,32.0,20.0,113.0,7.08,4.14,0,0
Ed Reed,S,Miami (FL),71.0,201.0,4.57,,,,,,24,12
Josh Reed,WR,LSU,70.0,210.0,4.54,,,,,,36,8
Kris Richard,CB,USC,71.0,186.0,4.47,39.5,10.0,120.0,,4.15,85,5
Nick Rogers,OLB,Georgia Tech,74.0,251.0,4.73,36.0,22.0,117.0,7.02,4.19,177,4
Victor Rogers,OG,Colorado,78.0,331.0,5.57,25.0,20.0,93.0,9.0,5.16,259,4
Frank Romero,OG,Oklahoma,76.0,300.0,5.3,27.5,22.0,88.0,7.65,4.79,0,0
Derek Ross,CB,Ohio State,71.0,197.0,4.56,,17.0,118.0,,,75,3
Casey Roussel,P,Tulane,73.0,219.0,5.2,,,,,,0,-1
Robert Royal,TE,LSU,77.0,253.0,4.97,31.0,14.0,114.0,7.37,4.27,160,9
Mike Rumph,CB,Miami (FL),74.0,205.0,4.47,,,,,,27,5
Cliff Russell,WR,Utah,71.0,185.0,4.36,,,,,,87,6
Jake Schifino,WR,Akron,73.0,200.0,4.49,,,,,,151,3
Matt Schobel,TE,TCU,77.0,263.0,,34.5,,,,,67,7
Josh Scobey,RB,Kansas State,71.0,218.0,4.42,40.5,21.0,124.0,6.96,3.93,185,5
Greg Scott,DE,Kansas State,76.0,268.0,4.9,32.5,26.0,110.0,7.5,4.61,234,2
Jason Scukanec,C,BYU,74.0,304.0,5.33,29.0,30.0,100.0,7.87,4.59,0,-1
Josh Shaw,DT,Michigan State,75.0,279.0,5.08,,22.0,,,,172,5
Lito Sheppard,CB,Florida,70.0,194.0,4.47,37.5,11.0,120.0,,,26,10
Rick Sherrod,S,West Virginia,74.0,192.0,4.62,37.0,,119.0,7.09,4.11,0,-1
Jeremy Shockey,TE,Miami (FL),77.0,255.0,4.64,,,,,,14,10
Billy Silva,ILB,Northwestern,75.0,244.0,4.68,,,,,,0,-1
Kendall Simmons,OG,Auburn,75.0,311.0,5.3,28.5,24.0,98.0,7.84,4.71,30,8
Ryan Sims,DT,North Carolina,76.0,311.0,5.09,,27.0,,,,6,9
Bobby Sippio,CB,Western Kentucky,75.0,214.0,4.69,37.0,12.0,123.0,6.78,4.2,0,1
Derek Smith,TE,Kentucky,76.0,271.0,4.9,28.5,16.0,112.0,7.46,4.38,0,-1
Raonall Smith,OLB,Washington State,74.0,244.0,4.53,42.0,26.0,125.0,7.1,4.11,38,6
Steve Smith,S,Oregon,73.0,193.0,4.62,30.5,,110.0,7.0,4.22,246,16
Charles Stackhouse,FB,Mississippi,74.0,252.0,4.93,29.0,20.0,111.0,7.63,4.53,0,2
Luke Staley,RB,BYU,73.0,227.0,4.42,,,,,,214,0
Donte' Stallworth,WR,Tennessee,72.0,197.0,4.22,,,,,,13,-1
John Stamper,DE,South Carolina,76.0,265.0,4.98,36.5,24.0,112.0,7.35,4.22,193,0
Connor Stephens,DE,Mississippi State,76.0,256.0,4.89,36.5,20.0,119.0,7.5,4.55,0,-1
Travis Stephens,RB,Tennessee,68.0,194.0,4.6,32.0,15.0,121.0,,,119,2
Jerramy Stevens,TE,Washington,79.0,265.0,4.77,,,,,,28,9
Dominique Stevenson,OLB,Tennessee,72.0,231.0,4.53,32.5,23.0,110.0,,,260,3
Lawrence Story,WR,Jackson State,77.0,205.0,4.63,33.5,,114.0,7.06,4.16,0,-1
Tim Stratton,TE,Purdue,76.0,251.0,4.97,27.0,15.0,101.0,,,0,-1
Jashon Sykes,OLB,Colorado,75.0,236.0,4.68,34.5,23.0,116.0,7.25,4.34,0,2
Ed Ta'amu,OG,Utah,74.0,335.0,5.3,29.0,28.0,,,,0,-1
T.C. Taylor,WR,Jackson State,76.0,219.0,4.69,31.0,,114.0,7.59,4.25,0,-1
Ben Taylor,ILB,Virginia Tech,74.0,236.0,4.83,35.5,19.0,120.0,6.56,4.09,111,5
Chester Taylor,RB,Toledo,71.0,213.0,4.58,33.0,22.0,114.0,,,207,10
Lew Thomas,RB,Vanderbilt,69.0,210.0,4.59,36.0,17.0,115.0,6.87,4.21,0,-1
Bryan Thomas,DE,Ala-Birmingham,76.0,266.0,4.47,34.5,33.0,,,,22,11
Kevin Thomas,CB,UNLV,71.0,180.0,4.64,35.0,10.0,122.0,,,176,2
Robert Thomas,OLB,UCLA,72.0,229.0,4.51,34.0,21.0,116.0,7.21,4.1,31,3
Lamont Thompson,S,Washington State,73.0,220.0,4.59,33.5,12.0,120.0,,,41,6
Josh Thornhill,ILB,Michigan State,74.0,243.0,4.69,36.5,27.0,121.0,7.15,4.19,0,0
David Thornton,OLB,North Carolina,74.0,236.0,4.62,35.5,26.0,117.0,6.93,4.09,106,9
Ryan Tolhurst,WR,Richmond,71.0,196.0,4.49,38.0,,123.0,6.65,3.88,0,0
Larry Tripplett,DT,Washington,74.0,305.0,4.93,30.0,,102.0,,4.36,42,6
Kurt Vollers,OT,Notre Dame,79.0,321.0,5.36,30.5,30.0,,,,0,4
Marquise Walker,WR,Michigan,74.0,219.0,4.63,,,,,,0,0
Javon Walker,WR,Florida State,75.0,210.0,4.38,39.5,,128.0,6.86,4.05,20,8
Langston Walker,OT,California,80.0,344.0,5.26,28.5,21.0,102.0,8.09,4.95,53,9
Lenny Walls,CB,Boston Col.,76.0,192.0,4.67,37.0,7.0,120.0,,,0,6
Fred Weary,C,Tennessee,76.0,308.0,5.37,32.0,34.0,104.0,7.68,4.63,66,7
Anthony Weaver,DT,Notre Dame,75.0,296.0,4.95,32.5,24.0,109.0,7.37,4.31,52,7
Jeff Webb,P,Vanderbilt,75.0,215.0,,,,,,,190,3
Jonathan Wells,RB,Ohio State,73.0,243.0,4.52,,,,,,99,4
Dante Wesley,CB,Ark-Pine Bluff,73.0,211.0,4.43,35.0,15.0,116.0,7.25,4.22,100,9
Brian Westbrook,RB,Villanova,68.0,200.0,4.57,37.0,26.0,118.0,7.09,,91,9
Stylez White,DE,Minnesota,75.0,268.0,4.88,31.5,20.0,114.0,7.4,4.36,0,-1
Levron Williams,RB,Indiana,75.0,224.0,4.66,,16.0,,,,0,-1
Roe Williams,CB,Tuskegee,71.0,204.0,4.53,38.0,23.0,123.0,,,0,2
Chad Williams,S,Southern Miss,69.0,207.0,4.58,36.5,20.0,121.0,6.96,,209,3
Mike Williams,OT,Texas,78.0,375.0,5.3,30.0,29.0,102.0,,,4,6
Ricky Williams,RB,Texas Tech,67.0,190.0,4.47,32.5,19.0,110.0,,,0,11
Roy Williams,S,Oklahoma,72.0,219.0,4.53,30.5,13.0,115.0,,,8,8
Tank Williams,S,Stanford,74.0,222.0,4.46,38.5,19.0,125.0,6.78,3.93,45,7
Coy Wire,S,Stanford,72.0,209.0,4.56,38.5,28.0,120.0,6.62,3.87,97,9
Tracey Wistrom,TE,Nebraska,76.0,245.0,4.92,33.5,17.0,116.0,7.09,4.1,250,-1
Will Witherspoon,OLB,Georgia,73.0,231.0,4.68,38.0,25.0,122.0,7.09,4.21,73,12
Adam Wulfeck,P,Cincinnati,72.0,228.0,4.83,,,,,,0,-1
Chris Young,S,Georgia Tech,72.0,210.0,4.63,38.5,23.0,121.0,,,228,0
Dave Zastudil,P,Ohio,75.0,222.0,5.26,,,,,,112,13
Greg Zolman,QB,Vanderbilt,74.0,220.0,4.93,34.0,,112.0,7.08,4.14,0,-1
Khalid Abdullah,OLB,Mars Hill,74.0,227.0,4.61,36.5,26.0,126.0,7.13,4.25,136,-1
Anthony Adams,DT,Penn State,72.0,299.0,5.13,30.5,,109.0,7.68,4.59,57,9
Sam Aiken,WR,North Carolina,74.0,209.0,4.59,39.5,,121.0,7.22,,127,8
Paul Arnold,WR,Washington,73.0,213.0,4.53,40.5,,131.0,6.84,4.11,0,-1
B.J. Askew,RB,Michigan,74.0,241.0,4.6,,,,,,85,7
Nnamdi Asomugha,CB,California,74.0,213.0,4.45,37.5,16.0,124.0,,,31,11
Rod Babers,CB,Texas,69.0,192.0,4.43,37.0,15.0,127.0,6.83,4.07,0,2
Boss Bailey,OLB,Georgia,75.0,233.0,4.58,42.0,,135.0,,,34,6
Korey Banks,CB,Mississippi State,70.0,188.0,4.58,,15.0,,,,0,-1
Brad Banks,QB,Iowa,71.0,201.0,4.67,33.5,,112.0,,,0,-1
Tully Banta-Cain,DE,California,74.0,264.0,4.79,,25.0,,,,239,8
Nick Barnett,OLB,Oregon State,74.0,236.0,4.67,34.5,32.0,123.0,7.0,4.08,29,11
Solomon Bates,ILB,Arizona State,73.0,243.0,4.89,30.0,19.0,112.0,7.23,4.34,135,2
Justin Bates,OG,Colorado,76.0,300.0,5.38,,18.0,,,,219,-1
Arnaz Battle,WR,Notre Dame,73.0,217.0,4.58,35.0,,117.0,6.74,4.06,197,9
Julian Battle,CB,Tennessee,74.0,205.0,4.45,,,,,,92,3
Santonio Beard,RB,Alabama,72.0,222.0,4.62,31.5,,119.0,,,0,-1
Ronald Bellamy,WR,Michigan,72.0,208.0,4.57,30.5,,119.0,7.38,4.1,0,1
Sean Berton,TE,North Carolina State,76.0,279.0,5.02,31.0,,107.0,7.18,4.35,0,3
Jordan Black,OT,Notre Dame,78.0,314.0,5.18,30.0,,106.0,7.65,4.5,153,7
Josh Blankenship,QB,Tulsa,74.0,211.0,5.16,28.5,,103.0,7.59,4.42,0,-1
Anquan Boldin,WR,Florida State,73.0,216.0,4.72,33.5,,114.0,7.35,4.33,54,14
Kyle Boller,QB,California,75.0,234.0,4.61,35.5,,117.0,7.2,4.02,19,8
Ulish Booker,OT,Michigan State,78.0,304.0,5.24,,,,,,0,1
Colin Branch,S,Stanford,72.0,203.0,4.4,36.0,22.0,119.0,,,119,4
Tyler Brayton,DE,Colorado,78.0,277.0,4.73,34.0,25.0,116.0,7.14,4.31,32,9
Jeremy Bridges,OG,Southern Miss,76.0,301.0,5.38,28.5,25.0,96.0,8.12,4.77,185,10
Lance Briggs,ILB,Arizona,73.0,242.0,4.75,33.0,25.0,113.0,,,68,12
Lucas Brigman,C,Nebraska-Omaha,72.0,308.0,5.3,27.0,26.0,101.0,7.99,4.67,0,-1
Chris Brown,RB,Colorado,75.0,220.0,4.46,,,,,,93,7
Chris Brown,S,Ala-Birmingham,72.0,195.0,4.59,35.5,15.0,126.0,7.05,4.13,0,7
Mark Brown,ILB,Auburn,72.0,238.0,4.82,37.5,,121.0,7.37,4.21,0,2
Josh Brown,K,Nebraska,73.0,202.0,4.81,,,,,,222,14
D. Bryant,QB,Duke,74.0,218.0,4.73,35.5,,114.0,7.36,4.4,0,-1
Jamal Burke,WR,Boston Col.,72.0,204.0,4.56,36.0,,119.0,7.2,4.13,0,-1
Nate Burleson,WR,Nevada,72.0,197.0,4.51,42.5,,126.0,6.96,4.16,71,11
Nick Burley,DE,Fresno State,76.0,243.0,4.83,32.0,26.0,108.0,7.73,4.57,0,1
Curry Burns,S,Louisville,72.0,216.0,4.56,36.0,19.0,120.0,7.04,4.16,217,2
Mike Bush,WR,Washington State,77.0,198.0,4.7,,,115.0,7.42,4.28,0,-1
Tyrone Calico,WR,Middle Tennessee State,76.0,223.0,4.34,38.0,,127.0,6.73,4.26,60,3
Fred Capshaw,P,Miami (FL),70.0,192.0,4.89,,,,,,0,-1
Kerry Carter,RB,Stanford,74.0,238.0,4.61,36.0,20.0,118.0,7.29,4.39,0,3
Dallas Clark,TE,Iowa,75.0,257.0,4.65,37.5,,123.0,,,24,11
Ben Claxton,C,Mississippi,75.0,301.0,5.16,27.0,,102.0,7.81,4.69,157,4
Chris Clemons,OLB,Georgia,75.0,236.0,4.68,35.0,18.0,116.0,7.48,4.66,0,7
Avon Cobourne,RB,West Virginia,67.0,205.0,4.7,31.5,21.0,112.0,7.21,4.18,0,0
Colin Cole,DT,Iowa,74.0,309.0,5.22,31.0,29.0,103.0,7.85,4.75,0,9
Torrie Cox,CB,Pittsburgh,69.0,181.0,4.55,32.0,,119.0,6.98,4.2,205,7
Angelo Crowell,ILB,Virginia,72.0,236.0,4.73,32.5,25.0,,7.08,4.29,94,7
Dan Curley,TE,East. Washington,76.0,254.0,4.63,35.5,17.0,118.0,7.47,4.53,148,0
Brennan Curtin,OT,Notre Dame,81.0,318.0,5.28,32.0,,100.0,7.98,4.87,212,2
Kevin Curtis,WR,Utah State,71.0,186.0,4.42,36.0,,122.0,6.76,3.99,74,8
Anthony Davis,OG,Virginia Tech,76.0,329.0,5.34,27.5,,95.0,8.26,4.98,0,6
Chris Davis,FB,Syracuse,71.0,235.0,4.56,38.5,21.0,116.0,7.25,4.37,165,3
Sammy Davis,CB,Texas A&M,72.0,186.0,4.42,40.0,19.0,131.0,7.01,,30,5
Enoch DeMar,OG,Indiana,76.0,334.0,5.63,22.5,22.0,90.0,8.35,5.1,0,2
Dahrran Diedrick,RB,Nebraska,72.0,228.0,4.62,37.0,19.0,117.0,7.32,4.44,0,1
David Diehl,OG,Illinois,78.0,310.0,5.26,28.0,22.0,96.0,8.1,4.97,160,11
Robbie Doane,OG,Texas,78.0,311.0,5.29,24.5,,85.0,8.04,4.73,0,-1
Derrick Dockery,OG,Texas,78.0,347.0,5.58,25.0,,92.0,,,81,10
Ken Dorsey,QB,Miami (FL),77.0,208.0,4.7,,,,,,241,6
Mike Doss,S,Ohio State,70.0,207.0,4.45,,,,,,58,6
Charles Drake,S,Michigan,73.0,205.0,4.52,,20.0,,,,240,-1
Brandon Drumm,FB,Colorado,73.0,233.0,4.71,32.5,21.0,113.0,7.18,4.29,236,-1
LaTarence Dunbar,WR,TCU,71.0,196.0,4.52,34.0,,122.0,7.41,4.35,196,0
Damon Duval,P,Auburn,72.0,196.0,4.9,,,,,,0,-1
Nick Eason,DT,Clemson,75.0,301.0,5.17,,29.0,102.0,,,114,10
Terrence Edwards,WR,Georgia,72.0,176.0,4.5,,,,,,0,0
Jeff Faine,C,Notre Dame,75.0,303.0,5.18,,,,,,21,10
Justin Fargas,RB,USC,73.0,219.0,4.35,,27.0,137.0,,,96,7
Gus Felder,OG,Penn State,75.0,324.0,5.83,23.5,,94.0,9.12,5.54,0,-1
Nate Fikse,P,UCLA,68.0,196.0,4.91,,,,,,0,-1
Drayton Florence,CB,Tuskegee,72.0,198.0,4.39,35.0,18.0,124.0,,,46,11
Anthony Floyd,S,Louisville,69.0,202.0,4.6,33.5,19.0,117.0,7.09,4.2,0,2
Lawrence Flugence,ILB,Texas Tech,73.0,239.0,4.87,34.0,23.0,106.0,7.4,4.36,0,-1
George Foster,OT,Georgia,77.0,338.0,5.23,27.0,,100.0,,,20,6
Aubrayo Franklin,DT,Tennessee,73.0,307.0,5.2,27.0,,100.0,,4.79,146,11
Makoa Freitas,OG,Arizona,76.0,307.0,5.05,24.5,36.0,95.0,8.24,4.92,208,3
Lui Fuata,C,Hawaii,74.0,309.0,5.57,,,,,,0,-1
Doug Gabriel,WR,Central Florida,74.0,213.0,4.52,35.5,,116.0,7.05,4.16,167,4
Justin Gage,WR,Missouri,76.0,217.0,4.45,,,,,,143,8
Ahmaad Galloway,RB,Alabama,72.0,223.0,4.65,,22.0,,,,235,0
Antonio Garay,DE,Boston Col.,75.0,295.0,4.9,,,,,,195,6
Talman Gardner,WR,Florida State,73.0,205.0,4.44,34.5,,116.0,7.54,4.43,231,2
Kevin Garrett,CB,SMU,69.0,194.0,4.32,35.0,,129.0,6.9,3.96,172,3
Jason Gesser,QB,Washington State,73.0,205.0,4.87,,,,,,0,0
Tony Gilbert,ILB,Georgia,72.0,251.0,4.86,27.5,19.0,109.0,,,210,6
Jason Goss,CB,TCU,70.0,183.0,4.58,32.5,15.0,117.0,7.46,4.31,0,0
Earnest Graham,RB,Florida,69.0,225.0,4.5,,22.0,,,,0,8
Cie Grant,OLB,Ohio State,72.0,228.0,4.68,,,,,,86,2
Cornelius Green,DE,Miami (FL),75.0,243.0,4.81,,,,,,0,-1
Brandon Green,DE,Rice,74.0,267.0,4.78,32.0,19.0,105.0,7.23,4.32,176,4
Jamaal Green,DE,Miami (FL),74.0,272.0,4.78,35.5,27.0,119.0,,,131,2
Quentin Griffin,RB,Oklahoma,67.0,195.0,4.48,38.0,21.0,123.0,,4.08,108,3
Justin Griffith,FB,Mississippi State,71.0,232.0,4.59,32.0,29.0,113.0,7.73,4.68,121,8
DeJuan Groce,CB,Nebraska,70.0,192.0,4.49,36.0,18.0,118.0,6.82,4.0,107,4
Andy Groom,P,Ohio State,72.0,196.0,4.63,,,,,,0,0
Jordan Gross,OT,Utah,76.0,300.0,5.05,31.5,28.0,112.0,7.69,4.39,8,11
Rex Grossman,QB,Florida,73.0,217.0,5.06,,,,,,22,11
Mario Haggan,ILB,Mississippi State,75.0,252.0,4.88,33.0,21.0,110.0,7.55,4.46,228,10
Ken Hamlin,S,Arkansas,74.0,209.0,4.61,33.0,16.0,117.0,6.8,3.92,42,8
Omari Hand,DE,Tennessee,76.0,267.0,4.85,,34.0,,,,0,0
Byron Hardmon,ILB,Florida,73.0,232.0,4.76,32.5,17.0,115.0,7.55,4.41,0,-1
Kwame Harris,OT,Stanford,79.0,310.0,5.2,35.5,,107.0,7.98,4.65,26,6
Gerald Hayes,ILB,Pittsburgh,73.0,238.0,4.75,30.5,,107.0,7.57,4.35,70,9
Michael Haynes,DE,Penn State,76.0,281.0,4.87,30.5,23.0,109.0,,,14,4
E.J. Henderson,ILB,Maryland,73.0,245.0,4.8,,20.0,,,,40,9
Dwone Hicks,RB,Middle Tennessee State,70.0,222.0,4.6,34.0,29.0,115.0,7.38,4.42,0,0
Zach Hilton,TE,North Carolina,80.0,262.0,4.83,35.0,24.0,112.0,7.26,4.33,0,4
Ryan Hoag,WR,Gustavus Adolphus,74.0,200.0,4.51,38.0,,125.0,6.72,3.95,262,1
Victor Hobson,ILB,Michigan,72.0,252.0,4.86,33.0,29.0,117.0,7.26,4.33,53,6
Montrae Holland,OG,Florida State,73.0,333.0,5.3,,30.0,,8.46,5.13,102,9
Terrence Holt,S,North Carolina State,74.0,208.0,4.55,34.5,13.0,122.0,6.99,4.03,137,6
Raymond House,DE,Arkansas,74.0,277.0,5.08,32.0,20.0,120.0,7.55,4.36,0,0
Keenan Howry,WR,Oregon,70.0,178.0,4.56,31.5,,114.0,7.34,4.28,221,3
Joey Huber,P,Colorado State,78.0,246.0,4.96,,,,,,0,-1
Aaron Hunt,DE,Texas Tech,74.0,267.0,4.86,30.0,24.0,106.0,7.68,4.52,194,-1
Wayne Hunter,OT,Hawaii,78.0,303.0,5.08,31.0,37.0,104.0,7.72,4.57,73,9
Alex Jackson,OG,Georgia,76.0,356.0,5.4,,,,,,0,-1
Alonzo Jackson,DE,Florida State,76.0,266.0,4.86,37.0,14.0,114.0,7.69,4.5,59,3
Taylor Jacobs,WR,Florida,72.0,205.0,4.42,,,,,,44,5
